InvoiceId,Description,Quantity,Unit_Price,Tax_Rate,Total_Excluding_Tax,Tax_Amount,Profit,Total_Including_Tax,employee_Id,EmployeeFirstName,EmployeeLastName,Is_Salesperson,Stock_Item_Id,Stock_Item_Name,Stock_ItemColor,Stock_Item_Size,Item_Size,Stock_ItemPrice,Customer_Id,CustomerName,CustomerCategory,CustomerContactName,CustomerPostalCode,CustomerContactNumber,City_ID,City,State_Province,Country,Continent,Sales_Territory,Region,Subregion,Latest_Recorded_Population
46275,Plush shark slippers (Gray) S,7,32,15,224,33.59999847,168,257.6000061,20,Jack ,Potter,TRUE,126,Plush shark slippers (Gray) S,Gray,S,0.349999994,32,443,"Wingtip Toys (Berville, MI)",Novelty Shop,Lien Banh,90628,9000037696,2815,Berville,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
44898,Furry gorilla with big eyes slippers (Black) L,1,32,15,32,4.800000191,24,36.79999924,16,Archer ,Lamble,TRUE,132,Furry gorilla with big eyes slippers (Black) L,Black,L,0.349999994,32,443,"Wingtip Toys (Berville, MI)",Novelty Shop,Lien Banh,90628,9000037697,2815,Berville,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
44403,20 mm Double sided bubble wrap 10m,60,18,15,1080,162,600,1242,20,Jack ,Potter,TRUE,159,20 mm Double sided bubble wrap 10m,N/A,10m,5,18,443,"Wingtip Toys (Berville, MI)",Novelty Shop,Lien Banh,90628,9000037698,2815,Berville,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
46275,Superhero action jacket (Blue) XS,10,25,15,250,37.5,60,287.5,20,Jack ,Potter,TRUE,109,Superhero action jacket (Blue) XS,Blue,XS,0.300000012,25,443,"Wingtip Toys (Berville, MI)",Novelty Shop,Lien Banh,90628,9000037699,2815,Berville,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
44649,RC toy sedan car with remote control (Pink) 1/50 scale,6,25,15,150,22.5,75,172.5,6,Sophia ,Hinton,TRUE,63,RC toy sedan car with remote control (Pink) 1/50 scale,N/A,1/50 scale,1.5,25,443,"Wingtip Toys (Berville, MI)",Novelty Shop,Lien Banh,90628,9000037700,2815,Berville,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
44898,10 mm Double sided bubble wrap 20m,80,30,15,2400,360,1280,2760,16,Archer ,Lamble,TRUE,157,10 mm Double sided bubble wrap 20m,N/A,20m,6,30,443,"Wingtip Toys (Berville, MI)",Novelty Shop,Lien Banh,90628,9000037701,2815,Berville,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
44649,Bubblewrap dispenser (Black) 1.5m,10,240,15,2400,360,1300,2760,6,Sophia ,Hinton,TRUE,174,Bubblewrap dispenser (Black) 1.5m,Black,1.5m,10,240,443,"Wingtip Toys (Berville, MI)",Novelty Shop,Lien Banh,90628,9000037702,2815,Berville,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
44649,Superhero action jacket (Blue) 4XL,10,34,15,340,51,100,391,6,Sophia ,Hinton,TRUE,116,Superhero action jacket (Blue) 4XL,Blue,4XL,0.400000006,34,443,"Wingtip Toys (Berville, MI)",Novelty Shop,Lien Banh,90628,9000037703,2815,Berville,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
44649,Void fill 400 L bag (White) 400L,50,50,15,2500,375,1200,2875,6,Sophia ,Hinton,TRUE,219,Void fill 400 L bag (White) 400L,N/A,400L,1,50,443,"Wingtip Toys (Berville, MI)",Novelty Shop,Lien Banh,90628,9000037704,2815,Berville,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
44938,Ride on toy sedan car (Pink) 1/12 scale,6,230,15,1380,207,510,1587,3,Hudson ,Onslow,TRUE,72,Ride on toy sedan car (Pink) 1/12 scale,N/A,1/12 scale,15,230,443,"Wingtip Toys (Berville, MI)",Novelty Shop,Lien Banh,90628,9000037705,2815,Berville,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
44938,Ride on toy sedan car (Red) 1/12 scale,7,230,15,1610,241.5,595,1851.5,3,Hudson ,Onslow,TRUE,68,Ride on toy sedan car (Red) 1/12 scale,Red,1/12 scale,15,230,443,"Wingtip Toys (Berville, MI)",Novelty Shop,Lien Banh,90628,9000037706,2815,Berville,Michigan,United States,North America,Great Lakes,Americas,Northern America,0
